sao	const	StarName	Mag	BV	MK	RA	DE	Distance	DblSep	DblPeriod	DblPA	VarName	VarType	PmRa	PmDec	ProperName	HIP	IAU	HD	DM	HR	WDS	PPM	SKY2K
30012	Dra	16    Dra	5.520	-.041	B9.5Vn	16h36'11.4203''	+52º54'0.174''	408.50	90.300		194			-.00143	.0287		81290	J163611.42+525400.1	150100	BD+53 1875 	6184	16362+5255	35547	16360017
17176	Dra		9.670	.570	G2IV+K0IV	16h39'3.9823''	+60º41'58.786''	384.47	8.200		5	WW_Dra	EA/AR	.00337	-.0584		81519	J163903.98+604158.7	150708	BD+60 1691p		16391+6042	19992	16390012
8598	Dra		6.963	1.659		16h40'42.5217''	+72º40'17.972''	1557.63						.00102	.0053		81646	J164042.52+724017.9	151481	BD+72  745 			9290	16400122
30083	Dra		7.980	1.386		16h45'36.9639''	+58º39'19.423''	1221.00						.00105	.0002		82049	J164536.96+583919.4	151712	BD+58 1669 			35623	16450104
8657	Dra		7.010	.070		16h54'28.5031''	+70º27'50.435''	816.99						-.00097	-.0353		82718	J165428.50+702750.4	153596	BD+70  906 			9359	16540112
17282	Dra		6.793	-.031		16h55'46.2426''	+67º28'42.510''	664.01						-.00223	.0078		82841	J165546.24+672842.5	153680	BD+67  977 			20126	16550136
17305	Dra		6.410	.709		16h59'2.5738''	+69º11'10.495''	290.87						-.00003	-.0406		83114	J165902.57+691110.4	154319	BD+69  884 	6345		20150	16590013
30200	Dra		6.890	.079		17h1'14.1849''	+52º36'16.228''	413.05						-.00235	.0110		83285	J170114.18+523616.2	154199	BD+52 2018 			35765	17010046
30208	Dra		7.970	1.126		17h1'43.8115''	+54º35'45.400''	782.47						-.00030	.0023		83319	J170143.81+543545.4	154299	BD+54 1856 			35772	17010128
30244	Dra		7.117	1.115		17h5'40.7180''	+56º8'7.038''	534.19						-.00821	.0640		83642	J170540.71+560807.0	154986	BD+56 1944 			35809	17050121
30262	Dra		6.460	-.020	A1V	17h8'17.0749''	+50º50'32.179''	704.72	.100		358			-.00081	.0257		83857	J170817.07+505032.1	155328	BD+51 2178 	6383	17083+5051	35834	17080043
17365	Dra	22zet Dra	3.180	-.107	B6III	17h8'47.1956''	+65º42'52.860''	347.22	.100		25			-.00337	.0192	Aldhibah	83895	J170847.19+654252.8	155763	BD+65 1170 	6396	17088+6543	20234	17080143
30291	Dra		7.140	.440		17h11'54.6828''	+57º58'3.398''	227.53						-.00398	.0564		84129	J171154.68+575803.3	156051	BD+58 1707 			35867	17110168
17410	Dra		6.890	.366	F3III	17h16'4.8919''	+60º42'50.064''	625.39	9.600		113			.00082	.0385		84465	J171604.89+604250.0	156890	BD+60 1742 		17161+6043	400226	17160008
8763	Dra		7.140	.030		17h18'57.4978''	+70º47'16.243''	484.50						-.00146	.0200		84711	J171857.49+704716.2	157774	BD+70  925 			9471	17180188
17443	Dra		7.116	1.222		17h20'2.8955''	+69º45'12.998''	1536.10						-.00025	-.0119		84814	J172002.89+694512.9	157891	BD+69  910 			20322	17200020
30354	Dra		5.680	1.462	K4III	17h21'45.3685''	+53º25'13.542''	603.86						.00207	.0026		84950	J172145.36+532513.5	157681	BD+53 1937 	6479		35943	17210143
30366	Dra		6.545	.276		17h23'22.6665''	+57º0'42.188''	330.36						.00045	.0141		85086	J172322.66+570042.1	158013	BD+57 1758 			35955	17230062
30367	Dra		8.160	1.146		17h23'36.7478''	+53º20'57.477''	863.56						-.00112	-.0162		85107	J172336.74+532057.4	157977	BD+53 1941 			35956	17230101
30377	Dra		7.820	.650		17h25'8.3244''	+53º7'57.899''	136.50						-.00175	.0830		85244	J172508.32+530757.8	158222	BD+53 1945 			35968	17250018
17472	Dra		5.650	.027	A1Vn	17h25'41.3542''	+60º2'54.233''	347.95						-.00108	.0236		85290	J172541.35+600254.2	158460	BD+60 1754 	6511		20368	17250121
30387	Dra		6.500	.141	A4V	17h26'4.8370''	+58º39'6.823''	364.30						-.00113	.0137		85317	J172604.83+583906.8	158485	BD+58 1731 	6514		35978	17260014
30429	Dra	23bet Dra	2.800	.958	G2Ib-IIa	17h30'25.9620''	+52º18'4.994''	369.55	4.200		13			-.00170	.0116	Rastaban	85670	J173025.96+521804.9	159181	BD+52 2065 	6536	17304+5218	36022	17300085
30434	Dra		6.210	1.397	K2III	17h30'43.5737''	+57º52'36.565''	1182.03						.00155	-.0138		85692	J173043.57+575236.5	159330	BD+57 1774 	6540		36024	17300137
30450	Dra	25nu 2Dra	4.860	.299	A4m	17h32'16.0258''	+55º10'22.651''	102.12	61.900		312			.01678	.0625	Kuma	85829	J173216.02+551022.6	159560	BD+55 1945 	6555	17323+5510	36043	17320049
8842	Dra		6.630	1.041	K0III	17h32'41.2051''	+74º13'38.477''	344.35						-.01639	.0371		85852	J173241.20+741338.4	160538	BD+74  717 			9552	17320122
8862	Dra		5.880	1.013	G9III	17h37'8.8837''	+72º27'20.859''	327.76						.00532	.0153		86219	J173708.88+722720.8	161178	BD+72  800 	6606		9575	17370025
17599	Dra		6.930	.528	F8V	17h40'18.0946''	+63º40'31.307''	252.33	1.600		319			.00084	.1450		86482	J174018.09+634031.3	161285	BD+63 1371 		17403+6341	20517	17400037
30511	Dra		8.290	.495		17h40'23.2085''	+53º20'6.734''	270.34						-.00427	-.0018		86485	J174023.20+532006.7	161054	BD+53 1972 			36112	17400051
30515	Dra		6.790	.913		17h40'36.1594''	+57º18'37.124''	931.10						-.00055	.0216		86499	J174036.15+571837.1	161162	BD+57 1791 	6605		36115	17400081
30522	Dra		5.990	1.065	gK0	17h41'21.7783''	+51º49'5.455''	339.10						-.00308	-.0003		86561	J174121.77+514905.4	161193	BD+51 2243 	6607		36121	17410076
8896	Dra		7.830	.995		17h42'37.6215''	+75º32'21.707''	815.00						-.00478	.0126		86680	J174237.62+753221.7	162465	BD+75  640 			9610	17420133
17642	Dra		7.631	.028		17h48'40.4523''	+64º46'0.023''	848.18						-.00170	.0260		87179	J174840.45+644600.0	162897	BD+64 1222 			20588	17480131
8939	Dra	35    Dra	5.030	.513	F6IV-Vs	17h49'27.0334''	+76º57'46.371''	107.08						.01103	.2480		87234	J174927.03+765746.3	163989	BD+76  667 	6701		9652	17490083
30596	Dra		7.511	1.513		17h49'33.9129''	+56º49'37.575''	1349.53						-.00075	-.0068		87243	J174933.91+564937.5	162825	BD+56 2024 			36202	17490113
30631	Dra	32xi  Dra	3.740	1.180	K2III	17h53'31.7295''	+56º52'21.514''	113.92	316.000		290			.01142	.0784	Grumium	87585	J175331.72+565221.5	163588	BD+56 2033 	6688	17535+5652	36240	17530125
17687	Dra		7.374	.175		17h55'42.9974''	+61º23'45.408''	490.92						-.00086	.0234		87766	J175542.99+612345.4	164135	BD+61 1710 			20651	17550142
17696	Dra		7.636	.086		17h56'26.2443''	+62º37'10.496''	1412.43	57.200		42			.00145	-.0132		87827	J175626.24+623710.4	164329	BD+62 1587 		17563+6237	20658	17560104
30653	Dra	33gam Dra	2.230	1.535	K5III	17h56'36.3699''	+51º29'20.022''	150.83	20.900		151			-.00091	-.0231	ETAMIN	87833	J175636.36+512920.0	164058	BD+51 2282 	6705	17566+5129	36267	17560127
30711	Dra		6.871	.131		18h2'30.7412''	+58º37'38.150''	297.62						-.00159	.0233		88349	J180230.74+583738.1	165459	BD+58 1781 			36333	18020103
17756	Dra		6.870	.680		18h5'11.1883''	+66º56'43.932''	739.10						.00269	.0111		88583	J180511.18+665643.9	166379	BD+66 1077 			20728	18050038
30739	Dra		6.851	1.187		18h5'30.7583''	+51º56'49.496''	579.71						.00199	.0594		88606	J180530.75+515649.4	165907	BD+51 2308 			36368	18050103
30784	Dra		5.970	.950	K1III	18h10'31.6403''	+54º17'11.588''	166.67						.01235	.2469		89047	J181031.64+541711.5	167042	BD+54 1950 	6817		36415	18100103
17810	Dra																							
17811	Dra																							
30856	Dra		9.140	.422		18h16'13.1727''	+51º19'46.537''	289.86	5.000		334			-.00150	-.0290			J181613.17+511946.5	168294	BD+51 2342 		18162+5120	36489	18160047
30897	Dra		6.310	1.110	gK1	18h19'56.0616''	+51º20'52.162''	419.29						-.00387	-.0514		89835	J181956.06+512052.1	169028	BD+51 2357 	6880		36536	18190202
9084	Dra	43phi Dra	4.230	-.074	A0pSi:	18h20'45.4304''	+71º20'16.132''	295.51	.500		271	phi_Dra	ACV	-.00123	.0358		89908	J182045.43+712016.1	170000	BD+71  889 	6920	18208+7120	9824	18200171
9087	Dra	44chi Dra	3.570	.507	F7V	18h21'3.3826''	+72º43'58.235''	26.86	.100					.11927	-.3516		89937	J182103.38+724358.2	170153	BD+72  839 	6927	18211+7244	9830	18200218
47411	Dra		6.390	1.083	K1III	18h21'7.1475''	+49º43'31.676''	683.06						.00007	.0235		89943	J182107.14+494331.6	169221	BD+49 2776 	6886		57030	18210026
17870	Dra		8.002	.223		18h23'24.1354''	+62º46'48.375''	571.76						.00020	.0298		90118	J182324.13+624648.3	170092	BD+62 1616 			20888	18230077
30949	Dra	39    Dra	5.040	.064	A1V	18h23'54.6065''	+58º48'2.650''	192.57	3.800		351			-.00484	.0621		90156	J182354.60+584802.6	170073	BD+58 1809 	6923	18239+5848	36589	18230170
3056	Dra		6.160	.048	A2V	18h24'9.2709''	+83º10'31.439''	560.22						.01032	-.0234		90182	J182409.27+831031.4	172864	BD+83  536 	7025		3224	18240023
17912	Dra		6.600	.338	A8m	18h31'14.8953''	+65º26'9.686''	452.28	24.900		40			-.00192	.0699		90780	J183114.89+652609.6	171653	BD+65 1276 	6979	18312+6526	20955	18310063
17911	Dra		7.230	.332		18h31'19.0038''	+62º32'16.705''	423.01	2.700		89			.00070	.0511		90789	J183119.00+623216.7	171549	BD+62 1629 		18313+6232	20957	18310078
31032	Dra		6.580	-.065	B9.5V	18h32'11.3788''	+52º6'55.932''	835.42						-.00049	.0018		90865	J183211.37+520655.9	171461	BD+52 2232 	6974		36689	18320039
31048	Dra		8.200	1.189		18h33'55.7728''	+51º43'8.905''	54.73						.02008	-.3249		91009	J183355.77+514308.9	234677	BD+51 2402 			36705	18330190
17947	Dra		6.060	.289	F0V	18h36'13.2741''	+65º29'19.381''	239.12						.00326	.0834		91196	J183613.27+652919.3	172569	BD+65 1283 	7013		20999	18360047
17961	Dra		6.655	.386		18h38'24.3209''	+60º42'39.807''	355.75	33.400		317			.00021	.0547		91397	J183824.32+604239.8	172825	BD+60 1840 		18384+6043	21021	18380082
31093	Dra		6.000	-.063	A0p:Hg:	18h39'52.8145''	+52º11'45.872''	575.71						.00059	.0214		91525	J183952.81+521145.8	172883	BD+52 2263 	7028		36754	18390191
17975	Dra		6.090	.974	K0III	18h40'56.4096''	+62º44'58.078''	391.70						.00136	.0539		91606	J184056.40+624458.0	173398	BD+62 1641 	7042		21035	18400188
17977	Dra		7.220	1.464		18h41'40.5921''	+61º32'47.089''	726.22						-.00224	.0594		91673	J184140.59+613247.0	173511	BD+61 1768 			21044	18410139
31128	Dra		8.900	1.540	gM3.5	18h42'46.6864''	+59º37'49.425''	11.89	13.600		169			-.17499	1.8020		91768	J184246.68+593749.4	173739	BD+59 1915 		18432+5933	36785	18420200
31126	Dra		8.980	1.145		18h42'59.1041''	+56º3'3.318''	238.10						-.00054	.0078			J184259.10+560303.3	238927	BD+55 2109 			36792	18420221
9250	Dra	50    Dra	5.370	.049	A1Vn	18h46'22.2356''	+75º26'2.271''	310.66						-.00323	.0686		92112	J184622.23+752602.2	175286	BD+75  682 	7124		9993	18460084
31165	Dra		5.910	-.099	B2.5Ve	18h46'43.0880''	+52º59'16.657''	2222.22						.00112	-.0040		92133	J184643.08+525916.6	174237	BD+52 2280 	7084		36839	18460151
18039	Dra		6.715	1.245		18h50'18.0832''	+60º50'15.188''	576.70						-.00265	.0156		92436	J185018.08+605015.1	175148	BD+60 1852 			21128	18500066
31225	Dra		8.640	.282		18h52'8.8559''	+51º19'42.880''	537.63	17.400		156			.00033	.0114			J185208.85+511942.8	175308	BD+51 2444 		18521+5120	36905	18520054
9285	Dra					18h53'32.2796''	+75º47'10.064''	896.06	5.600		218			.00251	.0201			J185332.27+754710.0		BD+75  683 		18535+7547		18530274
9283	Dra	52ups Dra	4.820	1.146	K0IIICN0.5	18h54'23.8547''	+71º17'49.891''	351.99						.01010	.0421		92782	J185423.85+711749.8	176524	BD+71  915 	7180		10036	18540082
31284	Dra	48    Dra	5.670	1.154	K1III	18h56'45.0505''	+57º48'53.463''	292.40						-.00330	-.0594		92997	J185645.05+574853.4	176408	BD+57 1922 	7175		36964	18560161
31292	Dra		6.510	.082	A2IV	18h57'28.4795''	+58º13'30.093''	388.05	.800		359			.00208	.0450		93068	J185728.47+581330.0	176560	BD+58 1849 	7184	18575+5814	36974	18570107
9293	Dra		7.045	.287		18h58'37.6085''	+74º7'58.561''	620.73						.00238	-.0427		93165	J185837.60+740758.5	177807	BD+73  845 			10047	18580150
31323	Dra	49    Dra	5.520	.853	G6IIbFe-0.5	19h0'43.4550''	+55º39'29.886''	505.82						-.00139	-.0074		93340	J190043.45+553929.8	177249	BD+55 2137 	7218		37013	19000193
18123	Dra		6.875	1.036		19h2'31.0588''	+62º42'19.794''	747.38						-.00059	.0019		93499	J190231.05+624219.7	177929	BD+62 1674 			21239	19020116
31395	Dra		8.070	1.625		19h7'19.4424''	+51º22'46.623''	4219.41						-.00026	-.0090		93908	J190719.44+512246.6	178796	BD+51 2507 			37102	19070083
9344	Dra		8.240	.549		19h9'38.2758''	+76º10'58.260''	200.68						.04461	.0533		94126	J190938.27+761058.2	180841	BD+75  690 			10096	19090133
31438	Dra		7.140	1.519		19h9'42.2818''	+58º28'6.041''	905.80						.00053	-.0183		94132	J190942.28+582806.0	179556	BD+58 1873 			37146	19090162
18222	Dra	57del Dra	3.080	1.003	G9III	19h12'33.3000''	+67º39'41.549''	102.44	88.100		352			.01657	.0923	Nodus Secundus	94376	J191233.30+673941.5	180711	BD+67 1129 	7310	19126+6740	21358	19120124
18222	Dra	57del Dra	3.080	1.003	G9III	19h12'33.3000''	+67º39'41.549''	102.44	88.100		352			.01657	.0923	Nodus Secundus	94376	J191233.30+673941.5	180711	BD+67 1129 	7310	19126+6740	21358	19120124
9366	Dra	60tau Dra	4.450	1.261	K2+IIIbCN1	19h15'33.0563''	+73º21'19.685''	153.40						-.02714	.1043		94648	J191533.05+732119.6	181984	BD+73  857 	7352		10127	19150120
18247	Dra		8.210	.971		19h16'5.0222''	+63º23'34.926''	850.34						.00291	.0089		94692	J191605.02+632334.9	181357	BD+63 1504 			21397	19160017
18265	Dra		9.520	.512		19h16'51.0196''	+67º41'33.425''	210.97	17.000		345			.00320	-.0370			J191651.01+674133.4	181798	BD+67 1135 		19168+6742	21408	19160283
18287	Dra		6.530	-.100	B9IVpHgMn	19h19'46.1394''	+64º23'26.914''	920.81	111.900		181			-.00017	.0087		94993	J191946.13+642326.9	182308	BD+64 1344 	7361	19198+6423	21445	19190171
31599	Dra		8.150	1.012		19h21'12.3815''	+55º49'21.741''	155.76	4.100		234			.00090	-.0178			J192112.38+554921.7	182334	BD+55 2188 		19213+5549		19210036
9414	Dra		6.060	.068	A3V	19h21'40.3145''	+79º36'10.187''	315.66						.00840	-.0263		95167	J192140.31+793610.1	184102	BD+79  628 	7423		10164	19210125
31620	Dra		7.407	.363		19h23'0.3585''	+56º13'32.584''	317.76						-.00044	.0653		95271	J192300.35+561332.5	182735	BD+55 2194 			37357	19230001
18343	Dra		6.360	1.413	K5III	19h26'26.4969''	+62º33'25.721''	697.35						.00461	.0378		95576	J192626.49+623325.7	183611	BD+62 1716 	7413		21524	19260105
9452	Dra		7.640	.335		19h29'30.1127''	+78º15'55.829''	355.37	11.300		16			.00946	.0065		95832	J192930.11+781555.8	185497	BD+77  734 		19295+7816	10203	19290106
18385	Dra		7.630	.950		19h31'5.4935''	+69º31'37.118''	827.13						-.00626	.0087		95988	J193105.49+693137.1	184873	BD+69 1052 			21567	19310024
18396	Dra	61sig Dra	4.670	.807	K0V	19h32'21.5908''	+69º39'40.232''	19.22	315.600		340			.11475	-1.7387	Alsafi	96100	J193221.59+693940.2	185144	BD+69 1053 	7462	19324+6940	21580	19320062
9467	Dra		6.710	.412		19h34'24.9799''	+71º36'19.280''	219.44	.600		238			-.02318	-.0716		96264	J193424.97+713619.2	185713	BD+71  964 		19344+7136	10240	19340115
18538	Dra		7.096	1.618		19h48'9.0170''	+61º24'40.499''	1344.09						-.00091	-.0072		97432	J194809.01+612440.4	187793	BD+61 1912 			21774	19480047
9540	Dra	63eps Dra	3.840	.888	G7IIIbFe-1	19h48'10.3521''	+70º16'4.549''	148.81	3.100		16			.01583	.0390	Tyl	97433	J194810.35+701604.5	188119	BD+69 1070 	7582	19482+7016	10315	19480048
9540	Dra	63eps Dra	3.840	.888	G7IIIbFe-1	19h48'10.3521''	+70º16'4.549''	148.81	3.100		16			.01583	.0390	Tyl	97433	J194810.35+701604.5	188119	BD+69 1070 	7582	19482+7016	10315	19480048
18622	Dra		8.360	.580		19h57'53.9687''	+62º57'50.522''	192.23	20.000		168			.01837	.1352		98245	J195753.96+625750.5	189749	BD+62 1774 		19579+6258	21866	19570219
18621	Dra		7.260	1.033		19h57'56.8283''	+60º51'19.798''	472.81						.00059	.0682		98256	J195756.82+605119.7	189724	BD+60 2060 			21869	19570237
3332	Dra		6.830	.150		19h59'20.0625''	+84º40'7.117''	300.03						-.00156	-.0424		98382	J195920.06+844007.1	193214	BD+84  451 			3509	19590029
18667	Dra		7.940	.978		20h2'13.2233''	+64º39'31.789''	721.50	98.700		333			-.00150	.0029		98647	J200213.22+643931.7	190696	BD+64 1406 		20023+6438	21925	20020059
9629	Dra		6.715	.942		20h2'26.5406''	+79º40'51.637''	819.00						.00263	-.0072		98666	J200226.54+794051.6	191994	BD+79  660 			10391	20020093
3367	Dra		7.172	.351		20h10'55.8029''	+84º32'40.276''	551.88						.02286	.0431		99433	J201055.80+843240.2	195147	BD+84  462 			3542	20100172
18793	Dra		7.760	1.205		20h17'20.5859''	+62º8'17.446''	856.90						-.00183	.0042		100007	J201720.58+620817.4	193534	BD+61 1996 			22080	20170069
18796	Dra		5.920	.597	G3V	20h17'31.3278''	+66º51'13.274''	58.56						.07946	.2968		100017	J201731.32+665113.2	193664	BD+66 1281 	7783		22081	20170088
18842	Dra		8.620	.602		20h23'32.1316''	+62º16'16.941''	472.14						.00546	.1058		100565	J202332.13+621616.9	194666	BD+61 2007 			22145	20230106
18870	Dra		7.348	.886		20h26'8.4862''	+69º19'36.148''	684.46						.00220	.0011		100789	J202608.48+691936.1	195352	BD+68 1126 			22176	20260032
3458	Dra	76    Dra	5.750	-.003	A0V	20h42'35.2379''	+82º31'52.171''	365.90						.01578	.0217		102208	J204235.23+823152.1	199095	BD+81  718 	8002		3641	20420098
126414	Equ		6.839	1.421		20h57'48.8695''	+4º11'43.754''	1377.41						.00025	-.0002		103472	J205748.86+041143.7	199560	BD+03 4466 			171040	20570183
126509	Equ		7.320	.540		21h4'7.3889''	+2º59'40.132''	186.95						-.01822	-.3686		103987	J210407.38+025940.1	200580	BD+02 4295 			171209	21040031
126582	Equ		8.650	1.119		21h9'24.0974''	+4º9'43.081''	1044.93						-.00082	-.0004		104442	J210924.09+040943.0	201436	BD+03 4510 			171351	21090088
126587	Equ		6.450	.367	F5IV	21h9'58.2678''	+2º56'37.253''	306.09						.00136	.0336		104481	J210958.26+025637.2	201507	BD+02 4311 	8095		171365	21090191
106928	Equ		8.170	.649		21h13'22.4447''	+11º12'41.480''	164.45						.01103	-.0162		104759	J211322.44+111241.4	202072	BD+10 4487 			139774	21130068
126643	Equ	7del Equ	4.500	.505	F5V+G0V	21h14'28.8152''	+10º0'25.061''	61.60						.00287	-.3034		104858	J211428.81+100025.0	202275	BD+09 4746 	8123	21145+1000	139808	21140103
126662	Equ	8alp Equ	3.940	.541	G0III+A5V	21h15'49.4317''	+5º14'52.241''	190.37	.100		240			.00399	-.0943	Kitalpha	104987	J211549.43+051452.2	202447	BD+04 4635 	8131	21158+0515	171503	21150184
107009	Equ		7.175	1.040		21h18'16.8410''	+10º14'56.595''	729.39						.00921	.0600		105170	J211816.84+101456.5	202835	BD+09 4769 			139898	21180048
126698	Equ		8.740	.610		21h18'27.6266''	+8º54'26.394''	299.49						-.00999	-.0684		105188	J211827.62+085426.3	202866	BD+08 4647 			171562	21180102
126700	Equ		7.270	.470		21h18'37.1768''	+8º57'34.764''	140.17	89.000		124			.00953	-.0423		105202	J211837.17+085734.7	202884	BD+08 4648 			171567	21180134
126774	Equ		6.320	.492	F5III	21h24'24.5641''	+10º10'27.306''	351.99						.00480	.0201		105695	J212424.56+101027.3	203842	BD+09 4800 	8191		140080	21240095
232481	Eri	alp Eri	.540	-.058	B3Vnp(shell)	1h37'42.8466''	-57º14'12.327''	146.97						.01084	-.0401	ACHERNAR	7588	J013742.84-571412.3	10144	CP-57  334 	472		331199	1370101
232481	Eri	alp Eri	.540	-.058	B3Vnp(shell)	1h37'42.8466''	-57º14'12.327''	146.97						.01084	-.0401	ACHERNAR	7588	J013742.84-571412.3	10144	CP-57  334 	472		331199	1370101
232490	Eri		5.850	.900	K5V	1h39'47.5430''	-56º11'47.041''	27.16	11.200		193			.03428	.0167			J013947.54-561147.0	10361	CP-56  329 	487	01398-5612		1390178
232490	Eri		5.760	.880	K0V	1h39'47.8347''	-56º11'36.044''	27.16	11.200		193			.03428	.0167		7751	J013947.83-561136.0	10360	CP-56  329 	486	01398-5612	331230	1390119
232508	Eri		7.970	1.075	K0III	1h43'28.3025''	-56º14'4.323''	546.45						.00551	-.0261		8056	J014328.30-561404.3	10731	CP-56  339 			331279	1430064
232561	Eri		8.050	1.070	K1III	1h53'31.6938''	-53º14'58.923''	385.80						.00916	-.0243		8831	J015331.69-531458.9	11714	CP-53  370 			331427	1530077
232573	Eri	chi Eri	3.720	.847	G8III-IV*	1h55'57.4724''	-51º36'32.025''	58.29	4.800		204			.07313	.2843		9007	J015557.47-513632.0	11937	CP-52  241 	566	01560-5137	331456	1550126
232573	Eri	chi Eri	3.720	.847	G8III-IV*	1h55'57.4724''	-51º36'32.025''	58.29	4.800		204			.07313	.2843		9007	J015557.47-513632.0	11937	CP-52  241 	566	01560-5137	331456	1550126
232620	Eri		6.450	.370	F2V	2h4'35.1189''	-54º52'54.081''	157.46						.00878	-.0247		9685	J020435.11-545254.0	12894	CP-55  385 			331583	2040073
215763	Eri		7.730	.271	F0III/IV+A	2h5'7.2698''	-49º40'54.306''	431.22	7.300		24			.00496	.0305		9729	J020507.26-494054.3	12915	CD-50  592 		02051-4941	306436	2050021
232658	Eri		6.120	.812	K1V	2h10'25.9342''	-50º49'25.408''	36.38						.22084	.6545		10138	J021025.93-504925.4	13445	CD-51  532 	637		331669	2100036
232696	Eri	phi Eri	3.550	-.099	B8V-IV	2h16'30.5853''	-51º30'43.793''	158.28	88.400		223			.00972	-.0219		10602	J021630.58-513043.7	14228	CP-52  285 	674	02165-5131	331742	2160082
232697	Eri		9.060	.696	G5V	2h16'36.0817''	-50º25'42.877''	205.76						-.00752	-.1377		10611	J021636.08-502542.8	14239	CD-51  558 			331744	2160171
215906	Eri	kap Eri	4.250	-.131	B5IV	2h26'59.1223''	-47º42'13.825''	540.25						.00198	-.0054		11407	J022659.12-474213.8	15371	CD-48  637 	721		306757	2260115
215906	Eri	kap Eri	4.250	-.131	B5IV	2h26'59.1223''	-47º42'13.825''	540.25						.00198	-.0054		11407	J022659.12-474213.8	15371	CD-48  637 	721		306757	2260115
232779	Eri		6.970	1.124	K1III	2h28'10.7657''	-50º18'9.790''	557.41						.00696	.0260		11488	J022810.76-501809.7	15520	CD-50  722 			331911	2280032
215914	Eri		8.040	.998	G8III	2h28'52.9106''	-40º26'7.076''	928.51						.00139	-.0056		11556	J022852.91-402607.0	15544	CD-40  628 			306783	2280153
